9,10000.0,11000.0,7456.806879600608,False
17,10000.0,11000.0,7011.616836840012,False
19,10000.0,11000.0,5880.861382047808,False
25,10000.0,11000.0,6287.653047704391,False
98,10000.0,11000.0,6598.626682417171,False
147,10000.0,11000.0,7273.439553359429,False
155,10000.0,11000.0,6266.508282805212,False
179,10000.0,11000.0,7187.406117990431,False
203,10000.0,11000.0,6339.706314186015,False
211,10000.0,11000.0,6298.988707420859,False
217,10000.0,11000.0,7614.2335115154565,False
218,10000.0,11000.0,7935.237161490501,False
219,10000.0,11000.0,7128.747368287233,False
233,10000.0,11000.0,6441.984799984357,False
237,10000.0,11000.0,8124.367294054366,False
259,10000.0,11000.0,6261.594951524949,False
275,10000.0,11000.0,5880.242791015827,False
291,10000.0,11000.0,5678.358653498206,False
307,10000.0,11000.0,5744.8823275823925,False
311,10000.0,11000.0,6604.863669179177,False
331,10000.0,11000.0,5927.00111644393,False
411,10000.0,11000.0,6719.988177298112,False
419,10000.0,11000.0,6381.682185912159,False
484,10000.0,11000.0,6751.640811905463,False
499,10000.0,11000.0,6604.083401126319,False
539,10000.0,11000.0,6604.863669179177,False
627,10000.0,11000.0,5957.953608798907,False
651,10000.0,11000.0,5928.886921734541,False
653,10000.0,11000.0,6194.981242136295,False
655,10000.0,11000.0,7068.356139140541,False
657,10000.0,11000.0,6233.665918216123,False
661,10000.0,11000.0,7418.216024882876,False
691,10000.0,11000.0,6230.8867118976805,False
707,10000.0,11000.0,7098.874009754535,False
719,10000.0,11000.0,6497.390931952468,False
725,10000.0,11000.0,6362.072755178148,False
749,10000.0,11000.0,6791.009625912872,False
752,10000.0,11000.0,9462.415723405706,False
758,10000.0,11000.0,8639.13473731087,False
771,10000.0,11000.0,6209.431598466316,False
779,10000.0,11000.0,5942.752913580412,False
782,10000.0,11000.0,7190.1794418455365,False
793,10000.0,11000.0,6088.379038250791,False
796,10000.0,11000.0,7188.33032153409,False
941,10000.0,11000.0,6225.335727095683,False
945,10000.0,11000.0,6459.850532420449,False
973,10000.0,11000.0,6840.033997641459,False
986,10000.0,11000.0,7073.722564768096,False
989,10000.0,11000.0,7632.94715584161,False
1001,10000.0,11000.0,7415.264035649437,False
1043,10000.0,11000.0,5894.503388919091,False
1049,10000.0,11000.0,6281.294650364945,False
1122,10000.0,11000.0,6676.648249443087,False
1179,10000.0,11000.0,6474.814515740046,False
1203,10000.0,11000.0,7381.971618595497,False
1227,10000.0,11000.0,6334.677574981319,False
1235,10000.0,11000.0,6359.177898841107,False
1241,10000.0,11000.0,7873.765844951805,False
1243,10000.0,11000.0,8505.069644855477,False
1257,10000.0,11000.0,6492.86306235703,False
1299,10000.0,11000.0,5997.584386297838,False
1315,10000.0,11000.0,5770.976923150616,False
